UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel
667,29,Other,Oculus Rift,31.981222915525336,3,2
668,44,Male,PlayStation VR,19.817688967090334,8,5
669,55,Male,HTC Vive,23.066119539392965,3,5
670,25,Female,HTC Vive,6.081832677450166,7,5
671,50,Other,PlayStation VR,11.239483065409885,2,1
672,24,Female,HTC Vive,12.646254364502541,6,3
673,58,Female,Oculus Rift,13.39727975985056,1,1
674,25,Male,PlayStation VR,23.7218184095795,7,3
675,58,Male,Oculus Rift,26.951205482808682,2,3
676,29,Female,HTC Vive,59.71952888283962,1,4
677,41,Female,Oculus Rift,45.40793779761309,2,3
678,30,Male,PlayStation VR,15.013686975657151,1,2
679,32,Male,PlayStation VR,25.466003708578064,2,2
680,49,Other,HTC Vive,46.87419751347634,7,4
681,39,Male,Oculus Rift,11.899401553863292,2,2
682,27,Other,Oculus Rift,47.655706119989205,3,4
683,28,Male,Oculus Rift,26.629400687005727,7,2
684,33,Other,PlayStation VR,46.82179978861591,10,5
685,37,Female,PlayStation VR,18.147458005989876,4,3
686,37,Female,HTC Vive,31.536595765716683,1,4
687,23,Female,HTC Vive,45.93119525871663,10,1
688,54,Female,Oculus Rift,9.019456836958957,9,2
689,23,Female,HTC Vive,5.039438805707397,5,4
690,45,Male,HTC Vive,14.489483841484265,8,4
691,54,Other,PlayStation VR,21.874338608764496,5,5
692,46,Female,HTC Vive,36.48275067208276,5,1
693,30,Male,HTC Vive,6.7836922222787965,4,5
694,49,Male,Oculus Rift,36.20929133159622,3,5
695,50,Male,HTC Vive,13.056103170747452,9,2
696,47,Female,HTC Vive,27.91076449515181,10,2
697,57,Female,HTC Vive,15.847323967748808,4,3
698,37,Male,HTC Vive,25.19058919950361,5,3
699,23,Male,Oculus Rift,56.427294219676725,8,3
700,50,Male,Oculus Rift,34.902477754337866,6,4
701,43,Female,HTC Vive,6.4094825595580005,7,4
702,45,Other,PlayStation VR,11.706533158236574,5,1
703,49,Male,HTC Vive,16.798521094778177,8,4
704,45,Male,Oculus Rift,24.624543808207555,1,2
705,21,Male,PlayStation VR,16.32199422803552,10,1
706,50,Other,PlayStation VR,35.12844489277899,9,4
707,38,Male,Oculus Rift,36.35503864867013,6,3
708,55,Other,PlayStation VR,38.89841047963253,9,4
709,54,Female,Oculus Rift,29.170732501347214,7,1
710,51,Female,Oculus Rift,26.365841093134485,2,5
711,49,Female,HTC Vive,45.197202896537846,4,4
712,38,Female,PlayStation VR,39.384335316056145,6,1
713,40,Male,Oculus Rift,11.585627769049822,6,4
714,44,Female,PlayStation VR,5.737699957485518,3,1
715,24,Male,HTC Vive,54.2109754934813,2,4
716,59,Female,HTC Vive,12.7516099355708,3,1
717,25,Other,Oculus Rift,53.03225833613758,7,5
718,18,Female,PlayStation VR,26.342361751790012,10,4
719,29,Male,Oculus Rift,5.095207217475991,7,1
720,60,Female,HTC Vive,38.59325931148134,2,2
721,29,Female,Oculus Rift,29.439462062378674,9,3
722,49,Male,Oculus Rift,52.80794780457271,2,1
723,35,Male,HTC Vive,50.31099964377242,3,1
724,39,Male,HTC Vive,23.54462436907469,6,1
725,53,Other,PlayStation VR,38.19319332508849,6,5
726,19,Female,HTC Vive,20.274322373201933,3,3
727,32,Male,Oculus Rift,30.9495916299999,7,4
728,38,Female,Oculus Rift,11.487553848136935,2,2
729,28,Other,Oculus Rift,9.242199798941957,1,1
730,50,Other,HTC Vive,34.666029342681654,9,2
731,49,Male,HTC Vive,30.724285115663864,3,3
732,53,Male,Oculus Rift,22.71738012559056,5,1
733,52,Other,PlayStation VR,47.88163974954135,9,3
734,33,Other,HTC Vive,31.264400533177756,2,5
735,48,Other,Oculus Rift,14.756046591666488,7,3
736,42,Female,PlayStation VR,38.40969858667232,3,5
737,45,Male,Oculus Rift,54.81618349561653,8,1
738,31,Other,Oculus Rift,16.71759455795796,1,1
739,24,Other,HTC Vive,46.43066543496385,3,4
740,47,Male,PlayStation VR,31.09683909291928,5,4
741,58,Male,PlayStation VR,16.051044829860125,10,5
742,28,Other,Oculus Rift,28.903363062636735,2,3
743,55,Male,PlayStation VR,14.938695868253593,10,2
744,58,Female,PlayStation VR,25.47547637783905,3,4
745,23,Female,Oculus Rift,56.467013884760526,3,3
746,59,Other,Oculus Rift,50.28114703846324,2,1
747,36,Female,HTC Vive,31.672668345910576,2,3
748,48,Other,PlayStation VR,43.75489463288841,3,1
749,60,Male,HTC Vive,25.54964062363318,8,4
750,43,Other,HTC Vive,10.654559468172042,1,1
751,44,Other,PlayStation VR,48.69645073835462,9,3
752,31,Male,PlayStation VR,44.91494892982531,5,1
753,37,Male,HTC Vive,34.62324038965988,9,5
754,23,Other,HTC Vive,33.643709090067986,2,5
755,59,Other,Oculus Rift,15.535579923929163,2,4
756,55,Male,Oculus Rift,47.62816329505712,1,4
757,51,Other,Oculus Rift,51.585540446410384,1,5
758,19,Other,PlayStation VR,34.319272750062225,9,4
759,39,Other,HTC Vive,54.45520146139425,8,1
760,32,Female,HTC Vive,54.69087972402883,7,3
761,47,Male,Oculus Rift,25.80727162646147,8,2
762,53,Other,PlayStation VR,8.945796841032756,1,1
763,59,Male,Oculus Rift,11.959517211960911,7,4
764,36,Female,HTC Vive,18.25054174947629,7,4
765,28,Male,HTC Vive,26.85863482373408,10,1
766,52,Male,HTC Vive,54.649532939279524,10,5
767,42,Female,Oculus Rift,13.804643256546468,10,2
768,50,Male,Oculus Rift,55.80935462576278,8,2
769,23,Male,HTC Vive,35.162990248457916,1,4
770,50,Other,Oculus Rift,47.90829753859212,9,4
771,33,Other,Oculus Rift,16.75875686163608,1,2
772,29,Male,PlayStation VR,54.05114151100388,4,4
773,46,Male,HTC Vive,37.21547102544684,1,2
774,31,Female,HTC Vive,54.21627997347428,6,3
775,33,Female,HTC Vive,5.865298057855172,2,1
776,23,Male,Oculus Rift,10.16757402590374,3,1
777,38,Male,HTC Vive,27.784122531159255,5,4
778,60,Other,HTC Vive,54.03412166089942,2,4
779,30,Female,PlayStation VR,28.987551146910917,7,1
780,47,Other,PlayStation VR,30.84382447680933,7,4
781,49,Other,PlayStation VR,38.73799515838349,6,5
782,42,Other,Oculus Rift,14.81768442312478,9,4
783,57,Female,Oculus Rift,32.48138297083446,1,5
784,23,Male,HTC Vive,43.871396451894995,7,5
785,46,Other,PlayStation VR,26.69763090954978,4,2
786,26,Female,PlayStation VR,16.27220908891317,2,5
787,38,Male,PlayStation VR,55.872436102094966,9,4
788,53,Male,HTC Vive,42.25958023806289,2,5
789,39,Male,HTC Vive,42.06610899468763,2,2
790,47,Female,Oculus Rift,42.108723155036586,5,4
791,32,Male,HTC Vive,57.20290216977595,5,4
792,19,Other,HTC Vive,52.61699853241235,6,5
793,52,Male,PlayStation VR,28.819205615117646,5,4
794,22,Male,Oculus Rift,12.011667928116626,10,4
795,47,Male,Oculus Rift,9.588692660390839,8,4
796,49,Other,Oculus Rift,27.631697675729928,1,1
797,54,Male,Oculus Rift,41.576450989735804,5,3
798,33,Female,Oculus Rift,11.353006273508644,1,2
799,48,Other,PlayStation VR,14.959431882035117,4,3
800,37,Male,PlayStation VR,31.078317214687356,1,5
801,54,Female,PlayStation VR,38.38103717890463,6,2
802,60,Other,PlayStation VR,10.058561519332027,8,1
803,28,Male,Oculus Rift,44.77257086554777,8,4
804,51,Other,PlayStation VR,44.95491941233537,4,4
805,53,Female,Oculus Rift,15.814265692749164,7,5
806,30,Male,Oculus Rift,29.121368227992622,10,1
807,49,Other,HTC Vive,37.01234013496662,10,2
808,38,Other,HTC Vive,45.92049699934571,2,3
809,45,Other,Oculus Rift,59.773383346392855,7,3
810,53,Male,HTC Vive,18.238821862381876,6,4
811,28,Male,HTC Vive,41.20527161035817,1,3
812,37,Other,PlayStation VR,32.27943925397009,8,2
813,23,Other,PlayStation VR,5.892418424638253,8,2
814,53,Other,HTC Vive,15.143709988437525,9,2
815,28,Male,Oculus Rift,51.10268891925804,7,5
816,28,Other,HTC Vive,6.2570149622496976,2,3
817,31,Male,PlayStation VR,6.365491875051955,7,2
818,43,Male,HTC Vive,31.35351416365528,3,3
819,46,Female,Oculus Rift,39.760231559369146,6,5
820,49,Other,HTC Vive,43.37997566894754,3,5
821,20,Female,PlayStation VR,13.87761533202448,10,2
822,24,Male,HTC Vive,57.175919695619676,2,1
823,35,Other,PlayStation VR,41.84235598123596,9,2
824,55,Male,Oculus Rift,12.460526535599183,7,1
825,32,Female,HTC Vive,53.15347552600433,4,5
826,26,Other,PlayStation VR,21.578346121695372,3,1
827,52,Male,HTC Vive,33.76357883903627,8,5
828,40,Female,PlayStation VR,58.61393691137707,7,5
829,26,Male,Oculus Rift,9.838312703680236,4,1
830,22,Other,HTC Vive,19.644701499358113,8,5
831,28,Male,PlayStation VR,11.101424867685653,2,1
832,53,Male,HTC Vive,42.7068130072653,6,1
833,55,Male,HTC Vive,56.17197529111933,7,4
834,39,Female,PlayStation VR,9.934888667595402,5,1
835,43,Male,PlayStation VR,12.674107060433776,8,2
836,54,Female,PlayStation VR,33.110432070709464,6,5
837,29,Other,PlayStation VR,7.658293213550948,6,5
838,24,Male,HTC Vive,42.09664646437699,2,4
839,40,Female,PlayStation VR,30.12797421766197,8,2
840,35,Female,PlayStation VR,30.930549393067828,5,4
841,40,Female,PlayStation VR,51.51402965173083,6,2
842,38,Female,PlayStation VR,19.45548344217753,6,1
843,33,Female,PlayStation VR,27.58147026975813,4,5
844,26,Female,PlayStation VR,58.05334619608593,5,2
845,33,Female,Oculus Rift,37.78776335484497,10,4
846,22,Male,PlayStation VR,6.76649243564666,6,3
847,48,Male,HTC Vive,23.095198269361227,7,4
848,45,Female,Oculus Rift,8.505194659407456,5,5
849,25,Female,HTC Vive,49.48069840999216,2,4
850,59,Other,Oculus Rift,46.1634386876697,9,1
851,55,Male,Oculus Rift,9.855320378642702,6,1
852,21,Other,PlayStation VR,50.33517167298101,9,4
853,49,Female,Oculus Rift,29.95667666924994,7,2
854,54,Other,Oculus Rift,54.64646665915903,5,5
855,37,Female,PlayStation VR,12.15971193674633,3,4
856,30,Female,PlayStation VR,50.34654297290388,5,3
857,26,Male,HTC Vive,8.613690613925261,7,1
858,21,Female,PlayStation VR,41.15652513252572,10,5
859,38,Male,Oculus Rift,28.644257237589464,10,3
860,27,Female,PlayStation VR,6.64642380053442,1,4
861,19,Other,PlayStation VR,36.0788813529565,5,2
862,57,Other,Oculus Rift,6.131606262057487,5,3
863,30,Male,Oculus Rift,35.860894900942895,3,1
864,37,Male,HTC Vive,9.293954288307845,3,4
865,26,Other,HTC Vive,47.592243946077055,9,5
866,53,Female,PlayStation VR,42.611405713884274,2,4
867,39,Female,Oculus Rift,42.27400867572828,9,2
868,21,Other,Oculus Rift,53.44002976188403,7,4
869,50,Female,PlayStation VR,57.409111032425926,1,3
870,51,Male,Oculus Rift,43.93781283336041,5,5
871,45,Other,HTC Vive,9.39048775700474,8,2
872,57,Other,PlayStation VR,8.831795224690993,3,5
873,22,Female,Oculus Rift,58.92898362914252,3,5
874,59,Other,HTC Vive,53.211507380632376,9,1
875,31,Female,HTC Vive,38.283220386951704,1,3
876,19,Other,HTC Vive,31.442116367973917,1,2
877,35,Other,HTC Vive,47.28440448467602,9,5
878,50,Male,Oculus Rift,52.35743980503398,7,4
879,40,Male,Oculus Rift,30.196672672544718,3,4
880,44,Other,Oculus Rift,31.714694809395134,2,4
881,43,Other,PlayStation VR,5.523328155104489,5,1
882,53,Other,Oculus Rift,14.877004217452411,4,5
883,27,Other,HTC Vive,37.575292192128266,9,2
884,53,Other,PlayStation VR,52.732601347152894,2,5
885,48,Female,Oculus Rift,41.5121867144163,3,3
886,44,Other,PlayStation VR,56.697249463468125,9,5
887,28,Female,Oculus Rift,37.983926143207846,6,3
888,19,Other,PlayStation VR,17.966732876411093,8,1
889,33,Male,HTC Vive,13.499387458126936,2,2
890,36,Other,HTC Vive,40.95316787506598,8,1
891,22,Other,HTC Vive,18.301404193181114,9,2
892,57,Male,Oculus Rift,29.22280857639213,1,2
893,60,Female,Oculus Rift,29.72247662666697,4,3
894,38,Female,PlayStation VR,26.459488134065936,10,4
895,23,Male,HTC Vive,49.00393251902323,2,4
896,36,Other,PlayStation VR,10.45110808208452,1,3
897,45,Male,PlayStation VR,55.19901652270455,6,2
898,34,Male,Oculus Rift,13.431433354747739,5,3
899,49,Male,PlayStation VR,46.35086996817831,7,2
900,50,Female,Oculus Rift,46.617558027095114,9,5
901,50,Other,PlayStation VR,11.796402001564033,6,3
902,42,Male,PlayStation VR,51.76165915207558,5,2
903,30,Other,Oculus Rift,48.19255093882354,8,3
904,46,Male,Oculus Rift,32.986572072784774,6,2
905,48,Other,Oculus Rift,29.878318871465126,1,3
906,24,Male,PlayStation VR,28.104432969709876,2,3
907,58,Other,PlayStation VR,58.342074419165264,9,4
908,31,Other,PlayStation VR,41.431063772155184,1,2
909,27,Other,PlayStation VR,46.261276137642504,6,3
910,30,Other,PlayStation VR,53.94640157361121,9,4
911,41,Other,Oculus Rift,30.75902215643183,4,1
912,45,Male,Oculus Rift,24.345445223885054,4,4
913,38,Male,PlayStation VR,16.533665387405787,6,4
914,42,Other,HTC Vive,51.89897647514323,6,4
915,41,Male,HTC Vive,13.947275571793067,10,2
916,41,Female,Oculus Rift,37.63148949365705,8,1
917,39,Other,HTC Vive,40.95586649364776,10,2
918,20,Male,HTC Vive,44.67839570625579,3,1
919,18,Female,Oculus Rift,59.98372315684714,6,5
920,20,Female,PlayStation VR,11.525964687100597,3,2
921,40,Male,Oculus Rift,29.05810966443277,5,2
922,20,Female,HTC Vive,54.02594759623261,8,2
923,25,Female,HTC Vive,53.73668494367946,3,1
924,39,Male,Oculus Rift,51.71214854058499,10,3
925,47,Other,PlayStation VR,51.735298810291724,6,3
926,34,Female,PlayStation VR,55.5530243214555,5,3
927,44,Male,Oculus Rift,6.8039215326159574,3,4
928,57,Male,Oculus Rift,35.53080384276458,8,4
929,29,Female,Oculus Rift,38.061565393137016,1,2
930,44,Other,HTC Vive,52.63597134096303,10,2
931,39,Other,HTC Vive,7.346031633503861,8,4
932,58,Other,Oculus Rift,49.91761110653275,5,1
933,32,Other,PlayStation VR,17.07993037835969,8,1
934,31,Male,PlayStation VR,37.254073854858476,10,2
935,38,Other,HTC Vive,22.810465420540638,3,2
936,27,Other,Oculus Rift,28.678383651196796,7,5
937,59,Other,HTC Vive,48.221665276254356,9,2
938,56,Male,Oculus Rift,12.153801867179176,10,3
939,29,Other,HTC Vive,29.039384843423324,5,3
940,31,Female,PlayStation VR,34.25229952154068,6,5
941,33,Other,Oculus Rift,35.95551372412183,3,2
942,36,Female,Oculus Rift,11.180116191478,3,4
943,52,Other,PlayStation VR,27.372853790717464,1,3
944,24,Male,PlayStation VR,15.605029429917511,3,3
945,46,Male,PlayStation VR,8.293704646828658,1,2
946,34,Other,PlayStation VR,31.559834806429524,5,4
947,45,Female,Oculus Rift,28.434502205395994,7,2
948,60,Other,HTC Vive,39.26133437914534,7,4
949,25,Female,HTC Vive,41.91381775856615,8,5
950,28,Other,Oculus Rift,16.217646493937984,5,4
951,42,Male,HTC Vive,9.511989949660697,10,1
952,48,Male,PlayStation VR,27.423726804216578,7,4
953,23,Female,Oculus Rift,30.832381306554456,10,4
954,25,Female,PlayStation VR,35.420941579171874,9,4
955,27,Male,HTC Vive,58.946513502947084,6,4
956,39,Male,HTC Vive,53.99327447160268,9,4
957,60,Other,HTC Vive,23.753867259642327,2,4
958,23,Female,HTC Vive,20.341305580035517,7,3
959,28,Other,Oculus Rift,23.48229138949994,10,4
960,58,Female,PlayStation VR,12.67175978071014,8,1
961,34,Male,HTC Vive,45.641987952212546,3,3
962,35,Other,Oculus Rift,58.54076411338273,5,5
963,53,Other,Oculus Rift,53.25425554298267,10,3
964,42,Female,PlayStation VR,19.298383822798606,6,3
965,46,Male,HTC Vive,23.259075007733955,7,1
966,44,Other,Oculus Rift,25.520362732838567,7,1
967,58,Male,PlayStation VR,11.727410089178726,8,2
968,60,Female,PlayStation VR,20.496223087001,3,2
969,27,Other,HTC Vive,45.77294171798507,5,2
970,55,Male,PlayStation VR,43.70629605070933,10,3
971,50,Female,PlayStation VR,42.90628288847849,7,2
972,52,Other,HTC Vive,16.986300643468894,3,3
973,54,Other,Oculus Rift,54.62019977792956,6,2
974,27,Female,PlayStation VR,29.176282519619217,6,4
975,35,Female,Oculus Rift,8.13473459034682,7,2
976,56,Other,Oculus Rift,29.488855735415473,8,5
977,60,Other,PlayStation VR,11.362185441139014,4,5
978,31,Other,Oculus Rift,11.65504360235492,6,4
979,41,Male,HTC Vive,44.78712414612767,5,5
980,57,Male,HTC Vive,29.767880566852572,7,1
981,27,Male,HTC Vive,47.28039750705753,2,4
982,53,Female,PlayStation VR,43.51439789895336,6,2
983,20,Female,HTC Vive,57.16455298830793,10,4
984,18,Female,PlayStation VR,18.0802359053275,8,5
985,29,Male,Oculus Rift,27.09497259161493,2,4
986,48,Male,HTC Vive,10.55443006838203,8,5
987,23,Male,Oculus Rift,30.406307131141492,9,4
988,25,Female,Oculus Rift,32.548842901153755,6,1
989,42,Female,Oculus Rift,28.632759594838873,5,4
990,56,Male,PlayStation VR,23.102600724397465,8,2
991,33,Female,HTC Vive,54.909283380886095,3,5
992,52,Female,Oculus Rift,12.69381497800827,4,4
993,37,Female,Oculus Rift,9.172770723739468,7,5
994,24,Other,HTC Vive,48.770545235660656,8,3
995,24,Other,HTC Vive,15.841157994206302,2,2
996,30,Male,HTC Vive,14.656763281854438,9,2
997,57,Other,Oculus Rift,25.172418951036995,7,5
998,35,Other,PlayStation VR,37.57613859519163,7,2
999,52,Male,PlayStation VR,27.567472819136697,7,2
1000,46,Female,PlayStation VR,37.5111408704985,7,3